video,frame,x_min,y_min,x_max,y_max
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,10,1152,769,1218,827
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,10,733,167,780,238
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,10,28,471,99,504
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,10,1042,836,1108,878
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,11,706,214,756,285
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,11,1209,340,1273,393
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,11,1185,738,1247,800
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,11,736,852,798,909
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,11,1084,820,1150,864
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,12,680,260,730,330
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,12,1126,802,1192,848
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,12,775,892,837,954
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,12,1154,307,1220,357
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,12,1215,705,1272,769
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,13,657,305,706,376
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,13,1242,666,1292,733
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,13,1172,784,1237,831
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,13,811,936,866,1001
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,13,1095,277,1163,326
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,14,638,353,682,426
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,14,1261,628,1307,697
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,14,1217,764,1283,812
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,14,839,984,890,1050
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,14,1036,258,1103,301
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,15,623,401,665,474
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,15,1275,589,1315,658
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,15,1264,746,1330,791
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,15,972,246,1042,285
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,15,861,1037,902,1079
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,16,616,451,652,524
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,16,1286,548,1319,617
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,16,1311,727,1380,772
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,16,909,244,979,278
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,17,844,247,915,284
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,17,614,501,648,576
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,17,1286,506,1318,575
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,17,1361,711,1428,755
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,18,1276,463,1315,534
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,18,616,553,654,629
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,18,1413,699,1482,739
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,18,783,257,852,298
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,19,723,275,790,320
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,19,1264,421,1307,492
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,19,626,604,668,678
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,19,1467,692,1535,729
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,20,661,302,729,351
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,20,1248,381,1294,452
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,20,641,654,689,727
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,20,1525,687,1590,720
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,21,602,334,669,383
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,21,1227,342,1277,412
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,21,1581,683,1649,717
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,21,663,703,715,772
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,22,538,367,604,414
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,22,1639,683,1706,715
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,22,691,749,748,815
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,22,1204,308,1256,374
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,23,1174,270,1232,336
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,23,469,397,534,441
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,23,725,795,781,861
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,23,1700,684,1766,717
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,24,757,840,813,905
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,24,1149,237,1207,300
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,24,394,424,461,466
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,24,1758,687,1828,722
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,25,1120,201,1178,267
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,25,789,885,844,955
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,25,316,445,385,486
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,25,1821,693,1889,726
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,26,1091,166,1149,232
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,26,238,462,309,500
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,26,819,935,871,1008
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,27,844,988,892,1061
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,27,157,472,230,508
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,27,1063,127,1118,193
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,28,1042,88,1093,154
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,28,76,480,148,513
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,28,864,1045,902,1079
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,29,1,482,65,514
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,29,1019,44,1067,111
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,30,1000,3,1046,67
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,36,1,599,39,637
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,37,38,607,117,646
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,38,114,618,193,657
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,39,189,630,269,672
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,40,266,646,343,688
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,41,338,661,415,706
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,42,410,683,485,728
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,43,478,704,550,752
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,44,547,732,618,776
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,45,610,755,681,803
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,46,670,778,743,828
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,47,732,802,803,850
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,48,788,821,862,867
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,49,848,838,921,879
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,50,908,849,981,883
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,51,968,851,1042,883
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,52,1030,843,1100,879
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,53,1091,826,1163,870
videos/b0b0d738-d73a-4354-9db6-ecac4b0309fd.mp4,54,1152,807,1224,854
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,0,1532,725,1603,761
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,0,1185,430,1243,497
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,0,913,238,1123,360
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,0,1413,540,1532,591
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,1,1589,728,1664,764
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,1,1161,399,1219,467
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,1,889,240,1097,341
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,1,1390,537,1504,587
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,2,1653,731,1724,768
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,2,1138,372,1196,437
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,2,854,244,1075,340
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,2,1360,528,1478,587
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,3,1717,735,1787,771
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,3,1114,347,1174,410
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,3,823,246,1048,324
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,3,1339,516,1453,581
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,4,1089,324,1149,383
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,4,1781,737,1855,776
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,4,796,256,1022,324
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,4,1313,502,1426,575
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,5,1064,306,1126,363
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,5,1850,743,1920,776
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,5,764,261,991,335
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,5,1294,488,1401,562
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,6,1037,290,1103,348
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,6,737,261,963,355
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,6,1270,466,1375,551
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,7,1012,280,1078,332
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,7,707,265,934,364
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,7,1255,443,1355,540
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,8,984,269,1050,320
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,8,690,271,910,386
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,8,1234,423,1337,519
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,9,953,266,1021,314
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,9,665,280,874,417
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,9,1220,401,1310,496
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,10,923,268,991,308
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,10,639,290,852,435
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,10,1197,377,1297,477
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,11,893,272,959,306
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,11,623,302,818,454
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,11,1176,355,1274,453
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,12,1151,334,1247,430
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,12,863,274,928,313
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,12,594,323,795,479
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,13,834,279,900,323
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,13,1125,314,1225,402
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,13,571,334,773,493
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,14,806,289,871,338
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,14,1100,298,1202,383
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,14,546,353,747,509
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,15,777,303,839,352
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,15,1069,285,1174,365
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,15,510,371,716,523
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,16,751,318,812,374
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,16,1035,274,1149,353
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,16,483,385,694,527
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,17,727,338,787,395
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,17,1005,267,1116,335
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,17,453,401,669,534
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,18,701,359,760,415
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,18,418,417,636,539
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,18,969,261,1083,325
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,19,673,383,732,444
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,19,939,263,1044,314
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,19,384,430,612,543
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,20,647,413,704,467
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,20,904,264,1007,308
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,20,357,448,580,538
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,21,618,434,675,490
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,21,868,264,975,314
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,21,317,455,544,538
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,22,582,454,645,509
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,22,836,272,942,321
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,22,285,460,517,540
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,23,548,475,608,521
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,23,252,471,488,528
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,23,799,271,912,337
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,24,509,488,571,532
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,24,221,472,457,530
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,24,768,276,873,353
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,25,467,502,531,540
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,25,180,472,421,524
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,25,736,293,843,379
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,26,147,465,386,524
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,26,706,312,806,395
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,26,430,508,494,544
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,27,111,465,354,527
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,27,671,325,778,420
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,27,390,511,458,540
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,28,81,460,320,525
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,28,642,353,741,439
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,28,347,517,416,544
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,29,306,515,367,546
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,29,44,455,284,518
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,29,613,369,717,460
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,30,266,516,330,548
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,30,11,456,250,519
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,30,584,388,685,477
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,31,223,517,285,549
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,31,1,453,216,512
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,31,550,408,650,493
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,32,178,517,242,549
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,32,1,451,186,509
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,32,512,425,618,506
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,33,129,515,192,550
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,33,1,455,142,506
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,33,481,445,584,517
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,34,79,514,143,547
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,34,1,449,106,507
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,34,443,453,550,519
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,35,1,446,64,501
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,35,21,512,92,543
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,35,406,467,512,523
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,36,1,507,37,539
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,36,368,472,475,523
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,37,328,480,434,525
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,38,285,479,394,523
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,39,247,475,352,518
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,40,199,472,305,520
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,41,152,470,262,514
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,42,106,467,213,514
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,43,55,466,162,512
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,44,5,467,113,509
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,45,1,464,58,511
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,54,1009,1,1052,58
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,55,1001,8,1047,97
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,56,991,51,1047,131
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,57,984,82,1034,164
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,58,967,116,1022,200
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,59,948,149,1007,224
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,60,923,181,988,249
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,61,894,201,967,269
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,62,869,224,941,289
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,63,836,253,904,309
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,64,804,274,874,334
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,65,776,297,841,353
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,66,739,323,807,377
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,67,706,340,778,398
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,68,673,358,744,419
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,69,643,387,709,440
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,70,605,404,674,462
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,71,566,427,637,482
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,72,524,446,595,498
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,73,482,462,551,510
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,74,438,480,508,520
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,75,388,483,465,529
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,76,338,492,415,535
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,77,291,497,364,537
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,78,239,502,315,539
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,79,186,502,262,539
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,80,133,503,208,539
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,81,78,502,153,538
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,82,23,501,97,539
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,82,1,644,41,679
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,83,5,645,75,680
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,83,1,500,41,537
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,84,41,646,108,680
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,85,73,647,138,681
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,86,104,645,181,681
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,87,137,648,207,685
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,88,1,587,46,627
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,88,162,649,241,685
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,89,1,585,115,629
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,89,226,651,267,683
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,89,2,636,36,677
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,90,81,591,181,629
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,90,229,651,298,686
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,90,3,638,67,678
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,91,144,591,249,631
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,91,12,640,107,680
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,91,252,653,322,687
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,92,210,594,318,635
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,92,281,654,347,688
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,92,45,640,139,679
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,93,279,598,380,639
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,93,78,642,171,681
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,93,306,655,380,687
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,94,109,643,201,683
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,94,337,606,444,644
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,94,334,655,409,690
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,95,139,644,226,683
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,95,2,599,46,634
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,95,397,612,506,659
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,95,362,656,437,688
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,96,31,600,97,637
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,96,170,647,255,685
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,96,390,659,456,695
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,96,455,623,554,678
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,97,517,647,614,707
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,97,417,659,481,696
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,97,195,648,281,687
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,97,82,599,151,635
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,98,562,664,666,742
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,98,139,599,200,635
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,98,443,663,504,697
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,98,219,648,304,690
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,99,611,689,714,774
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,99,461,664,532,700
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,99,246,649,333,691
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,99,185,600,255,635
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,100,660,721,763,805
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,100,237,600,307,635
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,100,485,667,551,706
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,100,267,650,358,691
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,101,710,753,811,831
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,101,504,671,571,712
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,101,283,601,356,635
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,101,289,649,383,692
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,102,522,675,596,724
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,102,763,786,861,852
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,102,333,603,400,635
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,102,310,650,402,692
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,103,546,683,613,737
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,103,814,808,916,871
videos/cd2916c9-141a-4094-a268-585edb3d3c8d.mp4,103,333,654,421,692
